Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2021,"12        ",Male,17,Right-Handed,178,28,177,2,"Rail (Train/Tram/Subway)",30,.337,40,Swimming,700,600,800,900,700,800,28,"Same length",10,10,"Same length",January,Spring,No,No,"No favorite",Water,"Mathematics and statistics",9,6,4,"Yes - broadband connection","Text messaging",24,41,6,1,1,2,12,1,3,6,10,0,12,3,Some,Other,Pop,Telepathy,Happy,"Sports person",Health
USA,NY,2021,"11        ",Female,16,Right-Handed,160,21,68,2,"Rail (Train/Tram/Subway)",45,0.318,43,None,700,700,700,700,600,600,21.5,"Left foot",93,95,"Ring finger",April,Fall,No,No,"Rice/Noodle dishes",Water,Science,7,10,4,"Yes - broadband connection","Text messaging",10,3,5,1,21,41,1,2,2,3,42,2,0,10,"A lot","Undergraduate degree",Pop,Fly,Healthy,"Musician or singer",Health
USA,NY,2023,"12        ",Female,17,Right-Handed,,,,3,"Rail (Train/Tram/Subway)",60,,,Other,95,95,95,95,90,90,,,,,,November,Spring,Yes,No,"Rice/Noodle dishes",Water,Languages,5,10,5,"Yes - broadband connection","Text messaging",30,50,21,1,10,4,1,0,21,5,21,10,6,1,"A lot","Graduate degree",Pop,Fly,Famous,"Doctor or nurse",Environment
USA,NY,2016,"12        ",Female,17,Right-Handed,168,23.7,171.5,2,"Rail (Train/Tram/Subway)",45,0.786,54,"Martial Arts",1000,1000,1000,1000,900,900,23.9,"Right foot",96,102,"Ring finger",May,Fall,No,No,Desserts,Water,"Computers and technology",3,16,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",70,80,25,1,50,5,8,0,35,30,50,3,0,2,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2016,"12        ",Male,17,Right-Handed,183,27," 187",1,Walk,12,.35,39,"Hockey (Ice)",888,925,257,663,578,750,27,"Same length",10,11.7,"Ring finger",July,Fall,Yes,No,Meat,Water,English,6.5,7.5,3,"Yes - broadband connection","In person",15,45,5,.5,25,1,7,1.5,3,1.5,3,3,0,1,Some,"Graduate degree","Rock and roll",Fly,Healthy,"Sports person",Environment
USA,NY,2023,"12        ",Female,16,Right-Handed,174,26,186,1,Car,10,.36,47,Swimming,460,500,750,400,100,200,25,"Right foot",80,80,"Ring finger",May,Winter,Yes,No,Meat,"Powdered drink","Mathematics and statistics",7,9,5,"Yes - other","Text messaging",200+,200+,10,30,3,8,5,35,20,5,50,10,0,2,"A lot","Graduate degree",Techno/Electronic,Fly,Rich,Other,"Wildlife, animals"
USA,NY,2016,"11        ",Male,17,Right-Handed,179,27,180,1,Car,10,0.461,34,"Football (American)",920,551,850,963,321,556,27,"Same length",90,90,"Same length",August,Fall,No,No,Meat,Water,"Computers and technology",7,9,5,"Yes - broadband connection","In person",98,107,18,1,6,30,15,0,2,4,4,2,18,2,"A lot","Graduate degree",Country,Telepathy,Rich,"Sports person","Wildlife, animals"
USA,NY,2013,"12        ",Female,17,Right-Handed,153,21.5,159.5,2,"Rail (Train/Tram/Subway)",50,.322,37,Swimming,754,722,503,941,1000,1000,22,"Left foot",90,95,"Ring finger",September,Winter,Yes,No,Fruit,Water,"Physical education",4,6,3,"Yes - broadband connection","Text messaging",57,82,3.5,.5,20,20,0,0,0,1,55,23,0,1,"A lot","Some college",Pop,Telepathy,Happy,"Musician or singer",Environment
USA,NY,2015,"6         ",Male,12,Right-Handed,154,24,71,1,Bus,45,0.522,67,Running/Jogging,583,390,840,551,1000,1000,24,"Same length",10,8,"Index finger",January,Winter,No,No,Meat,Water,Science,8,2,6,"Yes - dial-up connection","Internet chat or instant messaging",5,5,6,0,1,1,1,20,2,1,20,2,0,0,Some,"High school",Other,"Super strength",Healthy,Relative,Health
USA,NY,2015,"11        ",Female,15,Right-Handed,159,24,150,1,Bus,30,.358,36,Basketball,70,70,70,70,695,989,24,"Same length",,,"Ring finger",May,Spring,Yes,No,Desserts,Water,"Mathematics and statistics",6,8,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",42,48,8,0,28,18,14,20,35,20,100,2,0,4,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person","Education/Youth development"
USA,NY,2019,"12        ",Male,16,Ambidextrous,175,28,180,2,"Rail (Train/Tram/Subway)",40,0.342,33,"Football (American)",791,690,1000,1000,770,1000,28,"Same length",70,80,"Ring finger",May,Summer,No,No,"No favorite",Water,"Physical education",5,7,5,"Yes - broadband connection","Cell phone",100,100,15,3,2,3,20,8,10,8,12,6,0,4,Some,"Undergraduate degree","Rap/Hip hop",Fly,Rich,"Sports person","Wildlife, animals"
USA,NY,2017,"12        ",Male,17,Right-Handed,198,33,205,1,Car,15,.37,37,Basketball,1000,1000,1000,1000,1000,1000,33,"Same length",60,70,"Ring finger",August,Summer,No,No,Meat,"Sports drink","Physical education",6,4,7,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,200,20,4,3,10,30,1,180,140,180,100,20,10,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person","International aid"
USA,NY,2023,"11        ",Female,16,Right-Handed,170.2,26,162,2,Car,6,.352,37,Baseball/Softball,898,481,150,465,650,877,25,"Right foot",85,80,"Index finger",April,Fall,No,No,Pizza/Pasta,Water,History,7,8,3,"Yes - other","Internet chat or instant messaging",27,28,20,2,6,3,13,0,20,3,15,1,0,0,Some,"Graduate degree",Other,Fly,Happy,Relative,Health
USA,NY,2019,"10        ",Female,15,Right-Handed,154,22,154,3,Bus,60,0.451,32,None,888,834,1000,856,717,877,22,"Same length",75,64,"Index finger",August,Winter,No,No,Meat,Water,Science,2,7,6,"Yes - other","Internet chat or instant messaging",150,150,3,0,20,5,0,0,12,5,12,0,16,3,"A lot","Graduate degree",Other,Telepathy,Happy,Teacher,Other
USA,NY,2019,"10        ",Female,16,Right-Handed,170,20,"im no",2,Car,90,.414,32,Soccer,973,930,225,684,102,497,20,"Same length",30,40,"Ring finger",January,Fall,Yes,No,"No favorite",Water,Other,6,10,7,"Yes - other","Myspace, Facebook, other social networking sites, or blog",40,30,8,1,9,13,0,0,20,5,10,10,0,15,Some,"Graduate degree",Pop,Telepathy,Happy,Other,"Arts, culture, sports"
USA,NY,2015,"12        ",Female,18,Right-Handed,153,24,159,2,"Rail (Train/Tram/Subway)",60,.997,41,Swimming,60,70,70,60,50,80,22,"Right foot",90,95,"Ring finger",May,Spring,No,No,Meat,Water,"Mathematics and statistics",6,9,2,"Yes - broadband connection","Text messaging",40,38,25,8,5,5,3,15,15,15,20,6,0,2,Some,"Graduate degree",Pop,Telepathy,Rich,Relative,Health
USA,NY,2018,"5         ",Male,11,Right-Handed,157,24,146,2,"Rail (Train/Tram/Subway)",45,0.271,55,"Football (American)",305,48,203,123,64,59,24,"Same length",80,84,"Ring finger",June,,No,No,Fruit,Water,"Social studies",9,12,4,"Yes - other","Cell phone",10,11,14,7,7,21,28,14,7,14,35,21,14,7,Some,Other,"Rap/Hip hop","Freeze time",,Other,Health
USA,NY,2013,"12        ",Male,18,Ambidextrous,177,29.5,180,1,Car,7,.297,40,"Football (American)",428,497,433,497,668,688,30,"Left foot",105,110,"Ring finger",November,Summer,No,No,Seafood,Water,Other,10,12,6,"Yes - other","In person",0,0,7,0,4,7,14,10,3.5,1,7,7,0,7,None,"Undergraduate degree",Classical,"Freeze time",Rich,Other,"Wildlife, animals"
USA,NY,2021,"12        ",Female,17,Right-Handed,172.7,24,170.9,1,Bus,24,0.689,105,Dancing,1000,600,800,1000,200,1000,24,"Same length",6.5,7,"Index finger",June,Summer,No,Yes,"Rice/Noodle dishes",Water,"Social studies",6,9,3,"Yes - broadband connection","Text messaging",20,23,10,7,25,7,0,0,3,5,20,8,2,5,Some,"Undergraduate degree","Rock and roll",Fly,Happy,Friend,"International aid"
USA,NY,2020,"12        ",Female,16,Right-Handed,154,23.5,160,3,"Rail (Train/Tram/Subway)",25,0.372,41,Running/Jogging,1000,824,636,529,695,690,24,"Left foot",68,70,"Ring finger",June,Summer,No,No,Breads/Sandwiches,Water,English,6,8,4,"Yes - broadband connection","Text messaging",100,200,2,1,5,2,1,1,6,2,7,1,0,1,"A lot","Some college","Rap/Hip hop","Freeze time",Rich,"Business person","International aid"
USA,NY,2015,"12        ",Female,17,Right-Handed,167,24.5,167,1,Car,15,0.429,40,Tennis,950,950,900,750,500,1000,24.5,"Same length",85,80,"Index finger",August,Summer,No,No,"No favorite",Juice,English,7,11,2,"Yes - other","Text messaging",120,140,5,2,10,5,2,0,25,30,30,0,0,2,"A lot","Some college","Punk rock",Invisibility,Happy,Friend,"Wildlife, animals"
USA,NY,2020,"12        ",Female,16,Right-Handed,160.0,23.5,152.0,1,Car,"20 ",0.387,36,Baseball/Softball,500,250,250,700,500,500,23.5,"Same length",63.5,58.42,"Index finger",October,Fall,Yes,No,Seafood,Water,Art,6,8,4,"Yes - other","In person",100,100,24,9,9,12,9,0,15,24,17,45,0,2,"Very little","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NY,2018,"10        ",Female,15,Right-Handed,160,24,164,4,Car,47,.455,53,Swimming,750,750,1000,1000,1000,1000,24,"Same length",97,101,"Ring finger",July,Spring,No,No,Desserts,Juice,Art,7,10,4,"Yes - broadband connection","Text messaging",6,6,6,5,20,17,5,0,21,13,35,21,8,1,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,NY,2019,"8         ",Female,13,Right-Handed,161,24,170,1,Bus,10,0.615,60,Dancing,487,663,353,535,636,775,24,"Same length",80,80,"Same length",October,Summer,Yes,No,"No favorite",Water,Science,7,9,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",28,34,25,10,10,25,8,1,25,10,30,15,0,5,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"Education/Youth development"
USA,NY,2022,"12        ",Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2015,"6         ",Male,11,Right-Handed,138,26,150,1,Bus,30,.573,52,None,508,567,16,743,1000,1000,23,"Right foot",70,80,"Ring finger",August,Spring,Yes,No,Pizza/Pasta,Water,Science,6,9,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,4,49,0,3,0,3,10,7,5,8,5,0,13,Some,"Some college","Rap/Hip hop",Telepathy,Healthy,Relative,"Wildlife, animals"
USA,NY,2023,"12        ",Female,16,Right-Handed,161,22,157,1,Car,45,0.38,35,Soccer,900,950,700,600,400,500,23,"Left foot",65,65,"Same length",September,Fall,No,No,Pizza/Pasta,Water,English,7,9,5,"Yes - broadband connection","In person",20,10,6,,,,,,,,,,,,,,,,,,
USA,NY,2015,"7         ",Male,12,Right-Handed,168,27,165,1,Bus,80,.456,51,"Football (American)",500,500,500,750,1000,1000,26.5,"Same length",80,90,"Ring finger",June,Summer,Yes,No,Meat,Water,English,7,8,4,"Yes - other","Text messaging",10,20,4,1,2,5,2,3,2,1,4,4,0,1,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person","Wildlife, animals"
USA,NY,2023,"12        ",Female,16,,5'2,"	9 1?",4,1-2,Bus,"60 ",0.418,56,Dancing,75,626,1000,1000,679,1000,"9 1/2","Same length",7,"5 1/2","Index finger",October,Summer,No,No,Desserts,Water,"Physical education",8,12,7,"Yes - other","In person",15,18,44,6,10,60,0,0,0,80,10,12,0,20,"A lot","Some college",Pop,"Super strength",Rich,Relative,Health
USA,NY,2018,"6         ",Male,12,Right-Handed,190,28,190,2,Walk,4,0.41,49,Bowling,481,91,225,679,503,1000,26,"Right foot",10,8,"Index finger",April,Winter,Yes,No,"Rice/Noodle dishes",Juice,English,5,4,4,"Yes - broadband connection","Text messaging",40,50,21,7,4,2,3,16,5,4,18,1,7,1,Some,"Some college","Rap/Hip hop",Telepathy,Happy,"Sports person",Other
USA,NY,2023,"10        ",Male,16,Right-Handed,168,22,168,1,"Rail (Train/Tram/Subway)",25,310,40,Baseball/Softball,780,250,350,100,500,700,23,"Left foot",83.82,86.36,"Ring finger",March,Spring,No,No,Meat,Water,"Physical education",8,10,4,"Yes - broadband connection","Text messaging",450,500,8,3,8,4,15,10,2,2,3,3,0,0,Some,"Graduate degree",Pop,Fly,Famous,Relative,Health
USA,NY,2020,"6         ",Female,12,Left-Handed,,27,,2,Walk,35,0.444,88,Basketball,369,75,27,417,1000,1000,28,"Left foot",,,,May,Summer,No,No,Other,Other,"Physical education",8,10,3,"Yes - other","In person",0,1,7,3,"1/2 ",35min,0,4,20min,5mins,8,1,00000,00000,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Musician or singer","International aid"
USA,NY,2012,"6         ",Male,10,Right-Handed,143,24,143,1,Walk,10,0.29,37,"Football (American)",1000,1000,1000,1000,872,914,22,"Right foot",87,71,"Index finger",December,Summer,Yes,No,Meat,Water,"Physical education",9,8,4,"Yes - other","In person",0,0,2,0,3,5,3,4,1,0,1,4,0,7,"Very little",Other,"Rap/Hip hop","Super strength",Healthy,Relative,"International aid"
USA,NY,2023,"12        ",Female,17,Right-Handed,167,24,170,1,Car,5,0.439,31,Other,800,500,500,200,200,600,24,"Same length",70,60,"Index finger",August,Summer,Yes,No,Pizza/Pasta,Water,Science,6,9,7,"Yes - other","Text messaging",58,78,20,7,15,5,25,0,15,2,20,11,6,4,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,Health
USA,NY,2023,"12        ",Male,16,Right-Handed,181cm,28cm,182cm,3,Walk,35,0.28,45,Basketball,818,374,1000,524,316,556,27.5c,"Right foot",8.5,9,"Ring finger",September,Spring,No,No,"No favorite",Water,History,6,11,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,25,35,3,10,20,10,20,0,10,50,0,15,5,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Religious
USA,NY,2016,"12        ",Male,17,Right-Handed,,28,196,1,"Rail (Train/Tram/Subway)",30,.545,56,Tennis,900,800,750,750,700,1000,28,"Same length",8,8.2,"Ring finger",March,Fall,Yes,No,Desserts,Water,Music,6,10,3,"Yes - broadband connection","In person",5,5,15,0,5,8,2,10,10,7,20,4,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,"Musician or singer",Environment
USA,NY,2019,"12        ",Male,22,Right-Handed,194,28,,1,Car,18,0.263,36,None,650,500,500,550,750,750,28,"Same length",,,"Same length",December,Summer,No,No,Pizza/Pasta,Coffee,"Computers and technology",7,10,4,"Yes - broadband connection","Internet chat or instant messaging",0,3,2,0,12,0,0,10,4,1,20,0,0,10,"A lot","Undergraduate degree","Heavy metal",Telepathy,Rich,Actor,"International aid"
USA,NY,2018,"10        ",Female,15,Right-Handed,146,120,,2,"Rail (Train/Tram/Subway)",20,36,46,Dancing,700,800,800,1000,600,900,22,"Same length","6.5 ",7,"Ring finger",February,Winter,Yes,No,Meat,"Soft drink (non-caffeinated)",History,8,6,5,"Yes - other","Text messaging",55,10,10,12,3,2,1,0,0,7,3,2,3,4,"A lot","Some college","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,NY,2022,"12        ",Female,17,Right-Handed,167,24,170,1,"Rail (Train/Tram/Subway)",45,".4 ",28,None,642,642,642,652,166,658,22,"Right foot",8,8,"Same length",February,Summer,No,No,Seafood,Water,Science,6,8,2,"Yes - other","Internet chat or instant messaging",30,25,8,5,5,5,0,0,3,5,3,6,0,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Education/Youth development"
USA,NY,2015,"7         ",Female,12,Right-Handed,152,21,142,1,Bus,20,.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2014,"6         ",Male,12,Right-Handed,8,10,124,2,Walk,20,0.234,50,Basketball,1000,1000,1000,1000,100,500,10,"Same length",,9,"Same length",June,Summer,No,No,Poultry,Water,Science,8,4,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,,6,1,2,7,8,1,2,0,1,5,0,2,"Very little","Undergraduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,NY,2020,"12        ",Female,17,Right-Handed,151,22.5,155.5,3,"Rail (Train/Tram/Subway)",20,0.661,49,Swimming,770,460,118,770,888,1000,23,"Right foot",72,70,"Index finger",December,Spring,No,No,"No favorite",Water,Science,7,10,5,"Yes - broadband connection","Text messaging",40,25,5,3,42,2,1,0,16,1,40,0,0,5,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
USA,NY,2018,"12        ",Female,17,Right-Handed,160,24,164,2,"Rail (Train/Tram/Subway)",30,.748,63,Other,700,700,700,700,700,700,24,"Same length",72,72,"Same length",May,Spring,No,Yes,"Rice/Noodle dishes",Tea,"Social studies",5,13,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,40,3,1,8,4,0,0,3,4,14,2,0,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Environment
USA,NY,2018,"5         ",Male,10,Right-Handed,135,24,137,2,Car,45,0.539,54,Athletics,0,0,0,802,904,1000,23,"Right foot",75,90,"Ring finger",August,Summer,Yes,No,Meat,Water,"Computers and technology",9,6,6,"Yes - other","In person",0,0,10,0,12,60,8,20,0,0,0,18,0,5,"A lot","Some college",Country,"Freeze time",Rich,Other,"International aid"
USA,NY,2015,"5         ",Male,11,Left-Handed,147,24,154,1,Bus,40,0.455,49,Bowling,102,508,834,561,225,225,23,"Right foot",71,62,"Index finger",December,Summer,No,No,"No favorite","Soft drink (caffeinated)",Science,9,12,4,"Yes - other",Telephone,0,0,40,1,15,7,9,2,0,0,2,10,16,2,Some,"High school","Heavy metal",Fly,Happy,Relative,"Wildlife, animals"
USA,NY,2018,"12        ",Female,18,Right-Handed,163,24,159,1,"Rail (Train/Tram/Subway)",60,0.55,37,None,818,770,455,513,7700,914,23,"Right foot",98,93,"Index finger",March,Spring,No,No,Desserts,Water,"Mathematics and statistics",6,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,6,1,20,2,4,9,14,2,105,3,0,3,Some,"Undergraduate degree",Pop,Invisibility,Happy,Other,"Arts, culture, sports"
USA,NY,2021,"12        ",Female,18,Right-Handed,165,23,164,3,"Rail (Train/Tram/Subway)",35,0.363,52,Swimming,695,759,583,829,412,898,23,"Same length",75,75,"Same length",February,Spring,No,No,"Rice/Noodle dishes",Water,Art,,9,5,"Yes - other","Text messaging",25,32,12,5,10,14,5,0,35,8,35,6,0,21,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,"Business person","International aid"
USA,NY,2018,"5         ",Male,10,Left-Handed,1.54,2.8,1.51,1,"Rail (Train/Tram/Subway)",35,0.4,37,Tennis,690,1000,1000,818,866,1000,2.6,"Right foot",7,5,"Index finger",June,Summer,Yes,No,Meat,Water,"Mathematics and statistics",8,5,7,"Yes - dial-up connection",Telephone,30,25,4,3,30,2,7,3,2,1,11,1,30,0,None,"Graduate degree","Rap/Hip hop","Super strength",Rich,Relative,Health
USA,NY,2015,"12        ",Male,16,Right-Handed,171,26,176,3,"Rail (Train/Tram/Subway)",40,.32,26,Other,1000,1000,1000,1000,1000,1000,26,"Same length",68,68,"Same length",June,Winter,No,No,Meat,Water,"Mathematics and statistics",6,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",26,26,5,01,1,1,7,20,3,1,20,15,0,4,Some,"Graduate degree",Other,Telepathy,Healthy,Other,"Education/Youth development"
USA,NY,2024,"11        ",Male,17,Ambidextrous,176,26,26,1,"Rail (Train/Tram/Subway)",30,.428,64,Running/Jogging,950,800,500,500,1000,1000,26,"Left foot",76,74,"Index finger",June,Fall,No,No,Meat,Water,Science,8,8,4,"Yes - broadband connection","Internet chat or instant messaging",6,3,5,0,5,7,5,20,10,3,30,3,0,2,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,Other,Environment
USA,NY,2013,"8         ",Female,13,Right-Handed,163,25,152,2,Car,5,.317,31,Athletics,1000,1000,600,600,200,500,24,"Right foot",95,104,"Ring finger",June,Summer,Yes,No,Fruit,Water,English,8,9,4,"Yes - broadband connection","Text messaging",50,50,9,2,6,10,5,3,8,10,5,7,0,5,Some,Other,Pop,Telepathy,Happy,Relative,Health
USA,NY,2013,"12        ",Male,16,Left-Handed,176,27,188,1,"Rail (Train/Tram/Subway)",45,.476,28,"Martial Arts",824,770,471,845,203,701,28,"Left foot",110,116,"Ring finger",July,Fall,Yes,No,Meat,Water,"Computers and technology",7.5,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",18,13,20,1,10,0,0,0,50,50,10,2,0,3,Some,"Some college",Techno/Electronic,Fly,Rich,"Community leader or elder",Environment
USA,NY,2021,"11        ",Female,16,Right-Handed,165,27,64.5,2,"Rail (Train/Tram/Subway)",50,0.292,51,None,400,400,500,300,700,800,27,"Same length",6.7,7.1,"Ring finger",November,Fall,No,No,Desserts,Water,"Mathematics and statistics",7,9,4,"Yes - other","Text messaging",40,40,8,2,15,10,2,0,5,3,50,10,0,5,Some,"High school",Classical,"Freeze time",Healthy,"Doctor or nurse",Health
USA,NY,2024,"12        ",Male,17,Right-Handed,174,25,187,2,"Rail (Train/Tram/Subway)",36,.748,44,Soccer,970,990,990,990,990,990,25,"Left foot",90,80,"Index finger",June,Summer,No,No,Pizza/Pasta,Water,"Social studies",7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",25,45,10,5,3,8,4,1,3,3,3,6,1,2,"Very little",Other,"Rap/Hip hop",Fly,Happy,"Religious figure",Health
USA,NY,2016,"7         ",Male,13,Right-Handed,152.4,22.8,130.8,3,Car,30,.343,171,Basketball,10000,556,668,497,171,102,21.5,"Right foot",88.9,50.8,"Index finger",July,Summer,Yes,No,"No favorite",Water,English,9,5,4,"Yes - broadband connection","Cell phone",0,1,,7,2,6,2,5,0,9,28,6,4,2,"A lot","Graduate degree",Pop,"Freeze time",Happy,Teacher,"Education/Youth development"
USA,NY,2017,"12        ",Female,17,Right-Handed,165.1,0,166.4,3,"Rail (Train/Tram/Subway)",35,0.381,45,Other,9500,9500,9000,8000,7500,7000,,,75,70,"Index finger",August,Fall,No,No,Fruit,Water,Science,6,11,5,"Yes - broadband connection","Cell phone",30,25,5,7,25,10,2,0,21,6,37,3,1,4,"A lot","Graduate degree",Pop,Invisibility,Healthy,"Musician or singer",Religious
USA,NY,2023,"12        ",Male,18,Right-Handed,,,,2,"Rail (Train/Tram/Subway)",40,.327,39,Basketball,930,385,578,610,888,1000,,,,,,April,Summer,Yes,No,Pizza/Pasta,Tea,Other,7,8,4,"Yes - broadband connection","In person",100,100,25,2,30,80,5,30,70,5,70,0,0,4,"Very little","Graduate degree","Punk rock",Telepathy,Rich,Friend,"Education/Youth development"
USA,NY,2019,"9         ",Female,16,Left-Handed,177.8,23,165,"2 ","Rail (Train/Tram/Subway)",35-45,0.435,52,Other,1000,9000,10000,10000,2,10000,22,"Right foot",9,9.5,"Ring finger",January,Fall,No,No,Soups,Water,"Physical education",6,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,"5         ",Female,10,Right-Handed,148,23,140,1,Bus,5,0.793,43,Swimming,1000,1000,1000,1000,300,200,24,"Same length",56,65,"Ring finger",January,Fall,No,No,"No favorite",Milk,Science,7,9,5,"Yes - other","In person",0,0,7,0,0.15,1,1,2,0,0,2,0.5,0,1,"Very little","Graduate degree",Country,"Freeze time",Healthy,Other,Environment
USA,NY,2018,"10        ",Female,16,Left-Handed,174,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2017,"12        ",Female,17,Right-Handed,153,20,162,2,Car,15,.200,.200,None,,,,,,,42,"Same length",12,23,"Same length",August,Summer,No,No,Desserts,Water,English,6,10,3,"Yes - broadband connection","Text messaging",100,130,10,0,4,6,0,10,4,3,15,4,15,0,Some,"Graduate degree",Pop,Invisibility,Rich,Actor,"Arts, culture, sports"
USA,NY,2021,"12        ",Female,17,Right-Handed,165,25,160,1,"Rail (Train/Tram/Subway)",90,0.404,35,Swimming,1000,1000,1000,1000,1000,1000,24,"Right foot",70,70,"Same length",April,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,12,5,"Yes - broadband connection","Text messaging",30,30,0,10,5,2,0,0,2,4,30,35,0,3,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Relative,Health
USA,NY,2011,"5         ",Male,10,Right-Handed,140,20,138,1,Bus,20,.378,64,Basketball,11,64,75,,1000,1000,20,"Same length",80,70,"Index finger",July,Summer,No,No,Meat,Water,"Physical education",7,7,4,"Yes - broadband connection","In person",0,0,10,10,10,10,12,10,0,0,10,13,0,0,,,"Punk rock",Invisibility,Rich,Actor,"Wildlife, animals"
USA,NY,2023,"12        ",Female,16,Right-Handed,162.5,,,2,Car,20,0.349,28,Tennis,1000,100,100,1000,10,95,,"Same length",7.2.,7,"Index finger",August,Summer,Yes,No,Soups,Tea,History,7,10,5,"Yes - broadband connection","In person",21,50,0,7,9,42,5,8,37,42,42,10,4,56,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,"Wildlife, animals"
USA,NY,2017,"12        ",Female,17,Right-Handed,178,26,178,1,Bus,30,.686,,Walking/Hiking,900,700,900,700,600,600,26,"Same length",76,79,"Ring finger",November,Fall,No,No,"No favorite",Water,History,8,8,8,"Yes - broadband connection","In person",10,10,0,0,18,14,0,2,2,1,11,1,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,Teacher,"International aid"
USA,NY,2021,"11        ",Male,16,Right-Handed,167,25,178,1,"Rail (Train/Tram/Subway)",57,.375,40,None,829,888,797,952,797,904,25,"Right foot",78,70,"Index finger",February,Winter,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,5,5,2,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,20,40,7,50,25,10,1,1,1,50,10,0,5,Some,"Graduate degree",Techno/Electronic,"Freeze time",Rich,Other,Environment
USA,NY,2016,"12        ",Male,17,Right-Handed,173,24,176,2,"Rail (Train/Tram/Subway)",45,0.329,41,Bowling,850,898,856,845,214,449,24,"Same length",97,101,"Ring finger",June,Winter,Yes,No,Seafood,Water,"Mathematics and statistics",6,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",700,500,5,3,12,1,1,5,20,2,35,0,16,2,"A lot","Graduate degree",Pop,"Freeze time",Healthy,"Community leader or elder",Environment
