Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,TX,2013,"12        ",Female,17,Right-Handed,163,24,169,3,Car,5,.358,44,Soccer,500,200,1000,200,400,401,24.13,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2011,"12        ",Female,17,Left-Handed,161,25,152,2,Car,6,.375,.48,Basketball,1000,950,500,,350,350,24,"Right foot",90,90,"Same length",June,Spring,No,No,Meat,Water,"Mathematics and statistics",8,9,4,"Yes - broadband connection","Cell phone",0,0,5,2,25,12,3,0,5,5,10,10,0,4,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,TX,2018,"12        ",Male,17,Right-Handed,170,23.5,,1,Bus,10,.886,53,Basketball,700,900,500,300,300,300,22,"Same length",,,"Ring finger",July,Summer,Yes,No,Pizza/Pasta,Juice,History,6,8,5,"Yes - dial-up connection","Cell phone",200,200,60,5,0,20,40,10,10,10,8,5,30,5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","International aid"
USA,TX,2019,"10        ",Female,13,Right-Handed,154.9,26,162,1,Car,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2020,"12        ",Male,16,Right-Handed,178,25,180,3,Car,5,.224,38,Tennis,500,263,940,945,1000,1000,24,"Right foot",75,80,"Ring finger",September,Fall,Yes,No,"Rice/Noodle dishes",Water,Science,6,11,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",180,250,6,21,35,1,14,0,14,2,35,1,12,1,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,"Business person","Wildlife, animals"
USA,TX,2021,"6         ",Female,11,Right-Handed,145,20,142,1,Car,15,0.603,69,Basketball,947,802,775,1000,668,1000,21,"Left foot",7,6.5,"Index finger",March,Summer,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",8,11,3,"Yes - other","Text messaging",21,100,50,90,0,80,40,0,50,50,30,60,3,3,Some,"Graduate degree",Country,"Super strength",Healthy,Other,Religious
USA,TX,2014,"12        ",Female,18,Right-Handed,154.4,20.23,158,2,Car,15,.474,54,None,700,800,500,400,50,500,20.23,"Same length",70,70,"Same length",July,Winter,Yes,No,Meat,Tea,History,9,13,5,"Yes - dial-up connection","In person",14,20,6,1,4,8,0,2,1,1,3,3,9,2,"A lot","Graduate degree",Gospel,Telepathy,Happy,"Religious figure",Religious
USA,TX,2019,"11        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2016,"12        ",Male,18,Right-Handed,175.2,20.32,175.2,1,Car,10,,,Athletics,0,0,0,0,1000,1000,20.32,"Left foot",88,90,"Ring finger",September,Winter,Yes,No,Pizza/Pasta,Water,Other,8,10,6,"Yes - other","In person",12,78,20,0,9,10,20,10,1,1,3,3,0,5,"A lot","Graduate degree",Other,"Freeze time",Rich,Relative,Religious
USA,TX,2016,"5         ",Female,11,Right-Handed,138.7,19,130,2,Car,20,448.7,47,Soccer,500,1000,1000,1000,50,5000,18,"Right foot",80,70,"Index finger",September,Summer,No,No,Meat,Water,Art,10,9,4,"Yes - other","In person",3,5,5,0,1,3,3,0,0,1,0,1,0,1,Some,"Graduate degree",Pop,"Super strength",Healthy,"Sports person",Health
USA,TX,2014,"4         ",Male,10,Ambidextrous,147,23,144,3,Car,10,,,Basketball,1000,999,950,900,500,700,23,"Same length",80,80,"Same length",September,Summer,No,No,Meat,"Energy drink",Science,9,4,4,"Yes - other",E-mail,32,36,20,11,14,40,39,"10  ",5,12,19,18,10,34,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,"Business person","International aid"
USA,TX,2023,"12        ",Male,16,Right-Handed,204,,,2,Car,15,,,Walking/Hiking,100,75,100,100,25,50,,,,,,April,Fall,No,No,Pizza/Pasta,Water,Other,8,10,3,"Yes - broadband connection","In person",10,20,1,3,8,4,0,0,0,2,4,8,0,10,"A lot",Other,Country,"Freeze time",Happy,Relative,Religious
USA,TX,2021,"6         ",Male,11,Right-Handed,177,23,154,2,Car,3,.481,52,Cycling,1000,1000,1000,1000,659,457,23,"Same length",66,68,"Ring finger",May,Spring,No,No,"No favorite",Water,Science,9,9,3,"Yes - broadband connection","In person",0,0,4,1,2,9,4,1,1,0,2,1,0,2,"Very little",Other,Classical,Telepathy,Healthy,Other,Environment
USA,TX,2012,"7         ",Female,11,Right-Handed,148,23,152,2,Car,7,0.459,35,Tennis,900,700,100,999,1000,1000,24,"Left foot",80,70,"Index finger",December,Summer,No,No,Pizza/Pasta,Water,,7,12,5,"Yes - broadband connection","Text messaging",3,10,50,1,28,30,7,1,2,4,80,45,0,5,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,TX,2014,"12        ",Female,17,Right-Handed,166,25,166,1,Car,10,.437,46,Walking/Hiking,400,300,300,300,700,700,25,"Same length",95,102,"Ring finger",August,Fall,Yes,No,Pizza/Pasta,Water,Art,8,7,3,"Yes - broadband connection","Text messaging",40,40,5,2,6,10,3,0,3,20,15,0,0,3,Some,"Graduate degree","Rock and roll",Fly,Happy,Relative,"Arts, culture, sports"
USA,TX,2019,"10        ",Female,13,Right-Handed,147.3,14,84,1,Car,20,0.612,65,Athletics,,,,,,,14,"Same length",60,40,"Index finger",August,Winter,No,No,Fruit,Water,"Physical education",6,9,5,"Yes - other","Text messaging",112,90,50,4,2,8,24,0,24,8,72,0,0,2,Some,Other,"Rhythm and blues (R&B)",Invisibility,Rich,"Coach or club leader",Health
USA,TX,2011,"12        ",Male,18,Right-Handed,182,26,180,1,Car,9,.359,34,Running/Jogging,845,840,588,,497,508,26,"Same length",79,83,"Ring finger",November,Winter,No,No,Pizza/Pasta,Water,"Computers and technology",7,8,3,"Yes - broadband connection","Text messaging",30,25,10,0,0,5,1,1,2,8,10,0,0,0,"Very little","Undergraduate degree","Rock and roll","Freeze time",Happy,Friend,"Education/Youth development"
USA,TX,2020,"12        ",Female,17,Right-Handed,5'9,10,7,2,Bus,10,1.104,57,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2024,"12        ",Female,17,Right-Handed,5’3,24cm,,3,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2012,"12        ",Female,17,Right-Handed,167,26,160,2,Car,3,.819,55,Basketball,900,900,800,800,1000,1000,26,"Same length",79,76,"Index finger",July,Spring,Yes,No,Fruit,Tea,English,6,9,3,"Yes - broadband connection","Text messaging",40,49,10,.5,35,10,20,0,5,2,10,7,0,2,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,"Religious figure","International aid"
USA,TX,2017,"12        ",Male,17,Ambidextrous,190.5,32,185.5,1,Car,20,.254,46,Baseball/Softball,,,,,,,32,"Same length",82,83,"Ring finger",September,Spring,No,No,Meat,Water,History,8,10,4,"Yes - other","In person",30,30,10,2,8,30,42,0,2,2,2,10,0,7,Some,"Graduate degree",Country,,Happy,Relative,Health
USA,TX,2024,"12        ",Female,17,Right-Handed,171,23,150,1,Car,25,0.308,38,Skateboarding/Rollerblading,786,941,1000,679,358,433,23,"Left foot",1,2,"Ring finger",August,Winter,Yes,No,"Rice/Noodle dishes",Water,History,5,8,5,"Yes - other","Text messaging",400,400,3,8,2,10,10,10,10,,,,40,20,"A lot","Graduate degree",Other,Telepathy,Rich,Relative,"Education/Youth development"
USA,TX,2014,"4         ",Female,9,Right-Handed,134,22,128,2,Car,10,,,Cycling,1000,1000,1000,1000,0,0,23,"Left foot",80,70,"Ring finger",August,Fall,Yes,No,Other,Water,"Social studies",11,11,3,"Yes - other","In person",0,0,3,0,1,3,1,1,0,1,1,1,0,0,Some,Other,Classical,Invisibility,Happy,Other,Other
USA,TX,2012,"11        ",Male,16,Right-Handed,165,24,161,2,Car,5,.328,,Soccer,500,300,1000,900,1000,1000,23,"Right foot",80,90,"Ring finger",January,Summer,No,No,Pizza/Pasta,"Powdered drink","Computers and technology",7,12,3,"Yes - broadband connection","Text messaging",251,252,20,2,1,15,10,10,4,15,2,3,0,9,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,Health
USA,TX,2024,"12        ",Male,17,Right-Handed,170.1,24.1,88,1,Car,7,0.684,39,Athletics,652,647,749,754,529,551,24.1,"Same length",69,75,"Ring finger",June,Summer,No,No,Meat,Water,"Mathematics and statistics",7,7.5,7,"Yes - broadband connection","In person",100,100,3,7,2,10,15,1,8,10,20,20,0,2,"A lot","Graduate degree",Gospel,Telepathy,Happy,Relative,"Education/Youth development"
USA,TX,2024,"12        ",Male,16,Right-Handed,175,27,175,1,Car,25,0.315,33,Baseball/Softball,76,63,84,89,76,90,27,"Same length",85,85,"Same length",May,Spring,Yes,No,Pizza/Pasta,Water,"Computers and technology",7,9,5,"Yes - broadband connection","Text messaging",15,20,5,2,5,6,15,4,8,2,5,5,8,5,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person","Wildlife, animals"
USA,TX,2012,"12        ",Female,18,Right-Handed,63,23,124,1,Car,15,.468,32,Tennis,700,500,700,700,1000,1000,23,"Right foot",65,66,"Ring finger",October,Winter,No,No,Meat,Tea,English,7,10,3,"Yes - other","Text messaging",26,34,8,1,20,5,6,0,3,2,6,5,0,3,"A lot",Other,Country,Telepathy,Healthy,Teacher,"Wildlife, animals"
USA,TX,2016,"5         ",Male,11,Left-Handed,150,19,126,1,Bus,45,0.236,46,Baseball/Softball,657,756,576,675,985,247,19,"Same length",70,70,"Same length",March,Summer,No,No,Pizza/Pasta,"Sports drink","Mathematics and statistics",8,8,4,"Yes - other","Cell phone",63,59,2,,,,,,,,,,,,,,,,,,
USA,TX,2018,"12        ",Female,18,Right-Handed,155,13,,1,Car,10,.66,51,Baseball/Softball,900,900,1000,1000,1000,1000,13,"Same length",,,"Ring finger",March,Winter,Yes,No,Fruit,Water,English,5,6,8,"Yes - other","Internet chat or instant messaging",50,55,5,10,5,15,0,0,10,10,15,7,30,7,"A lot","Some college",Pop,Telepathy,Rich,"Doctor or nurse","International aid"
USA,TX,2021,"12        ",Male,17,Right-Handed,175cm,25,130,2,Bus,15,.317,41,Bowling,797,877,738,904,759,770,25,"Same length",100mm,100mm,"Index finger",May,Winter,Yes,No,Pizza/Pasta,Water,Science,8,8,2,"Yes - broadband connection","Text messaging",50,50,5,15,5,0,3,20,10,3,30,0,0,30,Some,"Some college",Other,Telepathy,Happy,Teacher,"International aid"
USA,TX,2023,"12        ",Male,17,Right-Handed,198.1,27,97,1,Car,9,.315,47,Basketball,594,471,460,465,321,824,27,"Same length",7.5,8.7,"Ring finger",August,Summer,No,No,"Rice/Noodle dishes",Water,History,6,8,5,"Yes - broadband connection","Internet chat or instant messaging",10,15,6,1,14,14,20,7,24,2,10,5,0,5,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,TX,2018,"12        ",Male,17,Right-Handed,180.3,26.8,180.3,1,Car,8," 0.47",114,Basketball,578,1000,743,775,27,513,26.8,"Same length",5,5,"Ring finger",January,Summer,No,No,Meat,Water,Art,7,7,4,"Yes - broadband connection","Internet chat or instant messaging",20,20,60,20,40,30,10,16,60,50,60,13,20,5,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person",Health
USA,TX,2021,"12        ",Female,17,Left-Handed,159.4,24,150,2,Car,10,0.72,71,Swimming,300,400,600,600,800,900,22,"Right foot",65,65,"Same length",November,Fall,No,No,Pizza/Pasta,Water,English,6,9,4,"Yes - broadband connection","Text messaging",11,20,6,2,5,3,0,0,20,6,25,20,0,3,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer",Health
USA,TX,2018,"12        ",Female,17,Right-Handed,152.4,23.5,,1,Car,20,,0.749,None,1000,1000,1000,1000,500,1000,23.5,"Same length",,,"Ring finger",October,Winter,No,No,Pizza/Pasta,Tea,English,5,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,2,,,,,,,,,,,,,Some,"Graduate degree",Pop,Invisibility,Happy,"Musician or singer","International aid"
USA,TX,2018,"12        ",Female,17,Right-Handed,154,24,150,2,Car,10,.375,56,Skateboarding/Rollerblading,1000,1000,1000,1000,0,503,24,"Right foot",70,80,"Ring finger",December,Winter,Yes,No,"Rice/Noodle dishes",Coffee,Other,4,10,4,"Yes - other","Text messaging",70,200,40,4,20,15,0,0,35,55,55,12,18,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,TX,2012,"7         ",Male,12,Right-Handed,146,23,146,2,Walk,3,.476,53,None,801,900,900,850,700,750,23,"Same length",70,70,"Same length",July,Winter,No,No,"Rice/Noodle dishes",Milk,Science,8,9,5,"Yes - broadband connection","In person",0,0,1,0,.5,4,1,2,0,0,3,1,0,1,None,"Graduate degree",Classical,Telepathy,Healthy,"Doctor or nurse","Wildlife, animals"
USA,TX,2021,"12        ",Female,16,Right-Handed,160,19,45,2,Bus,"7 ",.501,54,Basketball,300,700,800,500,50,100,19,"Same length",50,60,"Ring finger",December,Summer,No,No,Meat,Water,"Physical education",7,9,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",300,400,10,20,10,20,5,3,8,5,5,4,0,5,Some,"Graduate degree",Other,Fly,Happy,Relative,"Wildlife, animals"
USA,TX,2021,"12        ",Male,17,Right-Handed,170.1,27,176,1,Car,2,.65,36,Soccer,500,200,100,178,122,364,27,"Left foot",11,8,"Ring finger",December,Winter,Yes,No,Meat,Water,"Physical education",6,8,3,"Yes - other",Other,20,20,25,2,1,3,4,8,8,9,4,6,5,4,Some,"Some college","Rap/Hip hop","Freeze time",Rich,"Sports person",Environment
USA,TX,2011,"12        ",Female,18,Right-Handed,154,21,149,1,Car,2,.375,29,Swimming,856,647,711,,289,289,21,"Same length",80,85,"Ring finger",April,Summer,,Yes,Fruit,Juice,Other,7,8,6,"Yes - broadband connection","Cell phone",3,10,10,3,5,2,3,0,3,25,5,14,12,7,"Very little",Other,Other,Telepathy,Happy,Relative,"Education/Youth development"
USA,TX,2013,"12        ",Male,17,Right-Handed,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2012,"12        ",Female,17,Right-Handed,171,26,172,1,Car,5,.484,52,Other,100,100,100,500,900,950,25.75,"Right foot",7.7,7.9,"Ring finger",October,Fall,No,No,Meat,Water,"Mathematics and statistics",7,11,3,"Yes - broadband connection","Text messaging",20,20,3,1,10,20,15,0,5,2,10,30,0,0,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Religious
USA,TX,2022,"11        ",Male,15,Right-Handed,175,27,180,1,Bus,30,0.458,49,Swimming,1000,1000,1000,1000,900,1000,26,"Right foot",80,90,"Ring finger",September,Fall,No,No,Meat,Water,Art,7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,0,2,8,8,3,10,2,1,6,5,0,5,Some,"Graduate degree",Techno/Electronic,,Healthy,Relative,"Wildlife, animals"
USA,TX,2013,"5         ",Male,11,Right-Handed,145,149,147,2,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2021,"11        ",Female,16,Right-Handed,157.4,5'2,3.578,2,Car,8,"0.45 ",42,Dancing,471,818,738,759,294,738,152.4,"Same length","50 ",50,"Ring finger",October,Fall,Yes,No,Soups,Water,"Computers and technology",7,8,5,"Yes - broadband connection","In person",60,40,0,0,3,5,2,7,5,9,5,1,0,1,Some,"High school",Pop,Telepathy,Famous,"Musician or singer","International aid"
USA,TX,2020,"12        ",Female,16,Left-Handed,5'3,"idk ",idk,2,Car,12-15,1.249,72,Dancing,1000,1000,1000,1000,1000,1000,idk,"Same length",idk,idk,"Same length",December,Spring,Yes,No,"No favorite",Water,History,7,5,5,"Yes - other","Text messaging",80,70,0,2,8,0,0,7,7,7,10,1,0,10,Some,"Graduate degree",Other,"Freeze time",Rich,Relative,Health
USA,TX,2023,"12        ",Female,17,Right-Handed,180,23,,1,Bus,10,.3,29,Other,850,800,630,650,700,500,22,"Right foot",82,90,"Ring finger",February,Spring,No,No,"Rice/Noodle dishes",Water,Other,3.5,8.5,3,"Yes - other","Text messaging",15,20,8,40,34,16,0,4,24,20,34,0,0,0,"A lot","Graduate degree",Other,Invisibility,Happy,Friend,"Wildlife, animals"
USA,TX,2023,"12        ",Male,17,Right-Handed,177.8,27,180.2,1,Car,19,0.314,45,"Football (American)",0,449,305,1000,1000,1000,27,"Same length",100mm,105mm,"Ring finger",May,Winter,No,No,Meat,Water,"Physical education",6,10,4,"Yes - other","Cell phone",8,8,15hr,3hr,1hr,2hr,10hr,2hr,1hr,2hr,1hr,2hr,15hr,3hr,None,"High school","Rap/Hip hop","Super strength",Rich,"Sports person",Health
USA,TX,2023,"12        ",Male,18,Left-Handed,179,50,179,1,Car,"120 ",.097,48,Golf,3,0,0,5,1000,1000,50,"Same length",100,100,"Index finger",October,Summer,No,No,"No favorite",Water,History,7,5,5,"Yes - broadband connection","In person",3,4,0,0,0,8,3,6,6,3,9,0,24,9,"A lot","High school",Country,"Freeze time",Rich,Relative,"Education/Youth development"
USA,TX,2017,"12        ",Male,17,Right-Handed,171,26,163,2,Car,4,.309,41,Soccer,800,700,700,800,600,600,26,"Same length",600,700,"Index finger",March,Fall,No,No,Meat,Other,History,6,10,5,"Yes - broadband connection","Cell phone",1,0,1,0,5,1,2,0,1,1,0,1,0,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","International aid"
USA,TX,2013,"5         ",Male,11,Right-Handed,145,149,147,2,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2023,"12        ",Female,17,Right-Handed,"5,3",24,151,2,Car,20,0.855,42,Running/Jogging,1000,1000,1000,1000,500,500,24cm,"Right foot",50,42,"Ring finger",October,Fall,No,No,Other,Water,Art,7,10,7,"Yes - other","Text messaging",50,50,1,2,2,1,1,1,2,5,2,2,1,2,"A lot","Some college",Classical,"Freeze time",Happy,Actor,"Arts, culture, sports"
USA,TX,2017,"12        ",Male,17,Right-Handed,172.7,24.5,165,2,Car,5,.28,50,Rowing,700,500,400,300,500,500,25,,86,75,"Index finger",October,Fall,No,No,Seafood,Water,History,8,9,4,"Yes - broadband connection","Text messaging",30,50,40,10,20,20,30,1,10,15,15,5,0,15,Some,"Graduate degree","Rock and roll",Fly,Happy,Friend,Health
USA,TX,2019,"12        ",Female,20,Right-Handed,168,23.8,165,2,Bus,15,.557,46,Tennis,850,850,850,850,900,900,23.8,"Same length",6.6,7,"Ring finger",May,Spring,No,No,Fruit,Water,"Mathematics and statistics",8,11,2,"Yes - broadband connection","Text messaging",40,100,20,6,15,25,7,0,12,12,20,20,15,6,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"Education/Youth development"
USA,TX,2013,"12        ",Female,17,Right-Handed,156,22,156,2,Car,7,.39,.31,Dancing,1000,817,952,754,604,700,22,"Same length",70,75,"Ring finger",July,Fall,No,No,Poultry,Water,"Mathematics and statistics",7,10,5,"Yes - broadband connection","Text messaging",310,322,21,5,5,42,3,3,10,50,7,7,0,30,"A lot","Graduate degree",Pop,Fly,Happy,Teacher,"Education/Youth development"
USA,TX,2023,"12        ",Female,16,Right-Handed,5’3,,,1,Car,"5 min",0.69,48,Other,65,55,80,75,25,50,,"Right foot",,,,August,Fall,Yes,No,Fruit,Water,Science,4,9-10,3,"Yes - other","Cell phone",14,20,2,18,1,2,6,1,8,15,24,5,0,18,"Very little","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,"Doctor or nurse",Health
USA,TX,2024,"12        ",Male,18,Right-Handed,180,26,178,1,Car,12,0.293,42,Baseball/Softball,750,750,900,650,300,400,26,"Same length",65,80,"Ring finger",March,Winter,No,No,Meat,Water,History,7,9,1,"Yes - broadband connection","Text messaging",4,5,3,2,1,6,1,14,16,1,30,2,21,3,"Very little",Other,"Heavy metal",Fly,Happy,Relative,Health
USA,TX,2021,"11        ",Male,16,Right-Handed,170,24,180,2,Car,10,0.525,44,Soccer,1000,1000,1000,1000,1000,1000,24,"Same length",50,70,"Same length",August,Winter,Yes,No,Meat,Water,"Computers and technology",8,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,10,2,1,0,6,0,5,3,2,6,0,0,0,"Very little","Some college","Rap/Hip hop",Fly,Rich,"Musician or singer","Wildlife, animals"
USA,TX,2012,"12        ",Female,17,Right-Handed,162,23,166,1,Car,25,.356,34,None,711,726,713,804,909,930,23,"Same length","65 ",64,"Index finger",February,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",4,9,3,"Yes - broadband connection",Other,0,0,0,0,17,10,15,1,2,0,10,10,0,3,Some,"Graduate degree",Country,"Freeze time",Happy,Relative,Health
USA,TX,2015,"4         ",Male,10,Right-Handed,143,23,142,2,Car,3,1,66,Baseball/Softball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,"12        ",Male,17,Right-Handed,183,28,183,1,Car,20,0.372,52,Walking/Hiking,1000,1000,1000,1000,283,765,28,"Same length",7.5,7.5,"Same length",February,Fall,No,No,Pizza/Pasta,Water,"Social studies",5,10,3,"Yes - other","Text messaging",37,60,40,4,10,4,0,2,6,5,4,10,15,2,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Friend,Health
USA,TX,2019,"12        ",Male,17,Right-Handed,177.8,25,177.8,1,Car,10,.332,36,Other,503,711,749,439,326,241,26,"Left foot",50,50,"Same length",July,Summer,Yes,No,Meat,Water,History,7,7,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,7,6,3,3,12,8,0,16,7,8,6,30,13,Some,"High school",Country,"Super strength",Rich,Relative,Religious
USA,TX,2012,"12        ",Female,17,Right-Handed,163,22.68,166,1,Car,45,.423,44,Other,600,850,400,450,900,300,22.68,"Same length",81.2,81.2,"Same length",April,Summer,No,No,Meat,Water,"Mathematics and statistics",4,10,4,"Yes - other","Text messaging",150,160,10,2,40,20,20,0,7,20,30,5,0,9,"A lot","Graduate degree",Country,Fly,Happy,Teacher,Health
USA,TX,2017,"7         ",Female,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2021,"12        ",Female,17,Right-Handed,5’5,25cm,165cm,2,Bus,10,0.541,36,None,200,300,100,50,600,900,25cm,"Same length",70mm,75mm,"Ring finger",January,Fall,No,No,Desserts,Tea,Science,8,12,6,"Yes - broadband connection","Text messaging",30,50,10,2,4,15,0,0,20,5,20,0,25,5,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"Wildlife, animals"
USA,TX,2018,"12        ",Female,18,Right-Handed,152,25,150,2,Car,20,0.531,87,Athletics,500,30,700,600,10,15,25,"Same length",60,65,"Ring finger",December,Summer,No,No,Poultry,Tea,History,8,6,5,"Yes - broadband connection","Text messaging",30,35,10,2,15,96,7,48,0,24,72,48,20,48,Some,"Graduate degree",Other,"Super strength",Happy,"Doctor or nurse",Health
USA,TX,2019,"10        ",,13,Right-Handed,155,25,78(?),2,Car,15,.757,49,Walking/Hiking,800,650,600,750,400,650,25,"Same length",51,50,"Index finger",June,Winter,No,No,Pizza/Pasta,Water,Music,8,7-6,4,"Yes - other","Cell phone",8,6,6,4,2,12,7,8,5,5,6,10,0,3,Some,"Graduate degree","Rock and roll",Fly,Happy,"Musician or singer","Wildlife, animals"
USA,TX,2015,"12        ",Female,17,Right-Handed,,,,1,Bus,10,.23,40,Other,10,10,10,10,100,1000,,"Same length",,,"Ring finger",January,Winter,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Music,7,12,6,"No internet connection","Myspace, Facebook, other social networking sites, or blog",100,115,0,0,1,1,3,1,3,3,2,4,8,1,Some,Other,"Rap/Hip hop",Invisibility,Happy,Relative,"Education/Youth development"
USA,TX,2021,"11        ",Male,18,Left-Handed,"6,1",idk,93,1,Car,60,0.4,0.7,"Football (American)",454,1000,1000,1000,100,1000,56,"Same length",74,23,,,,,,,,Art,9,11,3,"Yes - other","In person",2,3,1,2,4,2,4,4,2,3,3,3,2,1,Some,"Graduate degree","Rock and roll","Super strength",Happy,Relative,"Arts, culture, sports"
USA,TX,2017,"12        ",Male,18,Right-Handed,185,26,191,1,Car,5,.416,51,"Football (American)",299,86,160,198,856,866,26,"Same length",100,105,"Ring finger",July,Summer,Yes,No,Meat,"Energy drink",History,6,8,3,"Yes - broadband connection","Text messaging",300,300,30,1,7,3,2,1,5,5,5,4,16,2,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Friend,Health
USA,TX,2024,"12        ",Male,16,Right-Handed,165,23,175,1,Car,5,0.286,29,Basketball,529,684,738,406,784,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2020,"11        ",Female,17,Right-Handed,173,25,,2,Car,10,0.401,"39 ",Other,476,476,476,578,722,893,26,"Right foot",76,73,"Index finger",September,Spring,Yes,No,Seafood,Water,"Social studies",6,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,0,6,0,6,0,2,8,8,8,6,0,1,None,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,"Musician or singer","International aid"
USA,TX,2015,"12        ",Male,17,Left-Handed,177.8,26.7,85.4,1,Bus,15,0.326,39,None,1000,1000,1000,1000,1000,10000,26.7,"Same length",76.2,80,"Ring finger",June,Winter,No,No,Meat,"Sports drink","Mathematics and statistics",2,50000,3000,"Yes - broadband connection",Other,1,60000,1,0,.05,9,0,24,9,24,24,24,0,0,None,"Graduate degree",Other,"Freeze time",Rich,Other,"Wildlife, animals"
USA,TX,2018,"12        ",Female,17,Right-Handed,160.2,23.5,160.2,1,Car,15,.396,37,Dancing,561,652,1000,1000,1000,1000,23.2,"Right foot",20,15,"Index finger",January,Summer,No,No,Seafood,Water,English,6,9,4,"Yes - other","Text messaging",80,350,9,1,8,50,8,0,7,5,15,10,10,5,"A lot","High school",Country,Telepathy,Happy,Relative,Religious
USA,TX,2018,"12        ",Female,17,Right-Handed,167.6,26,171,1,Car,15,.468,74,Other,731,603,650,731,860,860,25.5,"Right foot",70,70,"Same length",August,Fall,No,No,"No favorite",Water,History,6,10,4,"Yes - other","Text messaging",50,50,12,11,12,2,0,0,11,11,11,10,25,6,Some,Other,Country,"Freeze time",Happy,Relative,Health
