Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2017,"12        ",Male,17,Ambidextrous,182.8,30.48,177,1,Car,20,0.362,"47 ",Basketball,800,400,1000,"300 ",900,1000,30.48,"Same length",100,95,"Index finger",December,Spring,Yes,No,Pizza/Pasta,Water,Music,6,8,2,"Yes - broadband connection","In person",2,3,"5 ",1,15,4,2,10,1,1,50,0,0,8,Some,"Graduate degree",Classical,"Freeze time",Happy,Friend,Health
USA,CA,2011,"12        ",Male,17,Right-Handed,187.9,33.0,195.7,1,Car,6,.47,58,Cycling,800,700,400,,500,700,33.0,"Same length",17,18,"Ring finger",April,Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,None,,,,,,
USA,CA,2023,"12        ",Male,17,Left-Handed,185,27,185,3,Car,10,0.204,28,Tennis,500,600,300,100,900,970,27,"Same length",110,120,"Same length",March,Spring,No,No,Meat,Water,"Mathematics and statistics",7,8,4,"Yes - broadband connection","Internet chat or instant messaging",100,200,5,1,10,7,10,4,1,1,6,0,0,1,"Very little","Undergraduate degree",Classical,"Freeze time",Rich,"Business person","Education/Youth development"
USA,CA,2023,"12        ",Female,17,Right-Handed,179,25.4,170,2,Car,15,0.371,46,None,1000,791,920,759,845,1000,25.4,"Same length",8.5,7.6,"Index finger",December,Winter,No,No,Fruit,Water,History,4,9,7,"Yes - broadband connection","Text messaging",32,60,8,1,1,1,1,2,1,3,4,0,0,4,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Actor,"Wildlife, animals"
USA,CA,2014,"12        ",Male,18,Left-Handed,187,28.5,183,1,Car,28,0.312,39,Baseball/Softball,701,620,594,503,417,417,28.5,"Same length",8,8,"Index finger",July,Summer,Yes,No,Meat,Water,English,7,8,4,"Yes - broadband connection","In person",143,220,10,1,10,15,17,0,8,15,30,10,0,1,"A lot","Undergraduate degree","Rock and roll",Fly,Happy,Relative,Health
USA,CA,2021,"11        ",Female,17,Right-Handed,161.2,23,160.3,2,Car,12,0.404,44,Swimming,1000,588,770,636,524,626,23,"Same length",6.4,7,"Ring finger",February,Spring,Yes,No,Breads/Sandwiches,Water,Art,7,8-9,7,"Yes - other","In person",28,37,5,1,4,3,0,0,3,3,5,2,0,1,"A lot","Graduate degree",Other,Telepathy,Healthy,"Musician or singer","Education/Youth development"
USA,CA,2022,"4         ",Male,17,Right-Handed,168,20,168,1,Bicycle,20,0.681,70,Other,600,800,500,600,500,500,25,"Left foot",76,89,"Ring finger",August,Winter,Yes,No,Pizza/Pasta,Water,Other,8,7,2,"Yes - other","In person",10,14,5,1,1,21,1,1,0,0,10,14,0,3,None,Other,"Rock and roll","Freeze time",Happy,Other,"Wildlife, animals"
USA,CA,2024,"12        ",Male,17,Left-Handed,188,28,193,2,Car,10,0.359,44,Basketball,733,850,813,711,406,513,29,"Left foot",900,800,"Index finger",April,Summer,No,No,Pizza/Pasta,Water,History,7,8,4,"Yes - broadband connection","Text messaging",25,20,2,0,5,6,4,2,5,2,10,2,0,3,Some,"Graduate degree",Other,Fly,Happy,"Sports person","Arts, culture, sports"
USA,CA,2016,"12        ",Female,17,Right-Handed,160,45,158,3,Car,5,.477,33,"Martial Arts",1000,1000,1000,1000,326,610,26,"Left foot",134,136,"Ring finger",June,Fall,Yes,No,"Rice/Noodle dishes",Water,English,5,8,6,"Yes - broadband connection","Text messaging",70,100,9,.2,50,6,3,1,12,7,40,0,12,1,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"Arts, culture, sports"
USA,CA,2010,"12        ",Male,17,Right-Handed,180.3,30.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,"8         ",Male,13,Right-Handed,176,27,185,2,Car,10,.337,56,Basketball,743,503,358,701,733,900,28,"Left foot",90,85,"Index finger",March,Winter,Yes,No,Pizza/Pasta,,,8,8,5,"Yes - broadband connection","Text messaging",20,30,6,10,12,5,14,6,5,5,10,4,2,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Business person",Health
USA,CA,2023,"12        ",Male,16,Right-Handed,170,27,90,2,Car,15,0.1,15,"Football (American)",1000,1000,1000,1000,1000,1000,27,"Same length",15,13,"Index finger",September,Fall,No,No,Other,Other,English,6,8,4,"Yes - other","Internet chat or instant messaging",150,150,1,1,20,10,7,1,5,5,30,2,3,10,"A lot","Graduate degree",Other,Telepathy,Happy,"Sports person",Religious
USA,CA,2023,"12        ",Female,17,Left-Handed,168,26,171,1,Car,20,0.407,36,Other,999,749,672,725,837,832,27,"Left foot",69,64,"Index finger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2017,"12        ",Female,16,Right-Handed,163,24,167,2,Car,20,0.505,36,Other,850,750,950,950,750,650,23,"Right foot",80,75,"Index finger",March,Winter,No,No,Desserts,Water,English,7,10,5,"Yes - broadband connection","Internet chat or instant messaging",20,100,25,0,18,30,2,0,5,7,30,5,0,3,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Relative,"Education/Youth development"
USA,CA,2023,"11        ",Male,16,Right-Handed,175.2,9,69.5,2,Car,20,0.293,41,Baseball/Softball,1000,631,1000,503,1000,1000,9,"Same length",8.9,9,"Ring finger",December,Winter,No,No,Meat,"Soft drink (caffeinated)","Physical education",9,6,7,"Yes - broadband connection","Text messaging",100+,100+,2hrs,1hr,4hr,5hr,5hr,2hr,2hr,24/7,4hr,24/7,6hr,24/7,Some,"Some college","Rap/Hip hop",Telepathy,Healthy,"Coach or club leader",Health
USA,CA,2012,"12        ",Female,17,Right-Handed,175.3,24,166,1,Car,15,.531,49,Other,251,583,396,492,1000,1000,24,"Same length",7,6.8,"Index finger",July,Winter,Yes,No,Desserts,Milk,History,7,9,3,"Yes - broadband connection","Text messaging",40,40,14,1,20,6,10,0,4,4,4,5,0,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Musician or singer","Arts, culture, sports"
USA,CA,2021,"12        ",Male,34,Right-Handed,193,30,194,1,Car,10,.328,34,"Football (American)",818,209,363,342,460,775,29,"Right foot",81,85,"Ring finger",May,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,4,3,.5,0,42,6,0,5,.5,25,6,40,6,"Very little","Graduate degree","Heavy metal","Freeze time",Happy,Relative,"Education/Youth development"
USA,CA,2020,"12        ",Male,17,Right-Handed,193,29.4,180,2,Car,7,0.8,114,Basketball,508,497,684,503,144,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,"8         ",Female,13,Right-Handed,165,25,165,2,Car,15,0.416,35,Baseball/Softball,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,"12        ",Female,17,Right-Handed,165,27,160,1,Car,10,0.39,48,Swimming,70,70,60,60,100,100,27,"Same length",70,70,"Same length",April,Winter,No,No,Pizza/Pasta,Juice,Art,7,9,5,"Yes - other","Internet chat or instant messaging",0,7,0,1,3000,34,43,34,32,34,54,45,54,54,"A lot",Other,Other,Telepathy,Rich,Relative,"Arts, culture, sports"
USA,CA,2016,"5         ",Female,11,Right-Handed,157,25,154,2,Car,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2022,"7         ",Female,11,Right-Handed,164cm,23cm,160cm,1,Walk,10min,0.373,37,Basketball,700,500,700,600,300,300,24cm,"Left foot",75mm,80mm,"Ring finger",September,Winter,No,No,"Rice/Noodle dishes","Soft drink (non-caffeinated)",Science,8,10,4,"Yes - other","In person",30,80,3,1,2,3,1,4,1,1,5,2,0,1,Some,"Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse",Environment
USA,CA,2020,"12        ",Female,17,Right-Handed,160,24,154,1,Car,10,.454,42,Other,900,800,1000,600,500,1000,24,"Same length",71,68,"Index finger",November,Summer,No,No,Fruit,Water,History,7,8,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,5,20,1,4,4,9,0,15,2,25,8,17,1,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Coach or club leader","Education/Youth development"
USA,CA,2015,"8         ",Male,14,Right-Handed,167.6,243.8,167.6,1,Car,12,0.347,37,Soccer,999,10,1000,100,1000,1000,243.8,"Same length",,,,June,Winter,No,No,Pizza/Pasta,Water,English,10,14,4,"Yes - other","Text messaging",30,10,3,0,1,10,2,3,10,3,3,1,0,10,"A lot","Graduate degree","Rhythm and blues (R&B)","Super strength",Happy,Actor,Health
USA,CA,2015,"7         ",Female,12,Right-Handed,166,24,167,1,Car,15,0.499,41,Athletics,412,738,171,422,882,1000,24,"Same length",80,80,"Same length",August,Summer,Yes,No,Pizza/Pasta,Juice,History,9,11,4,"Yes - other","Text messaging",65,70,35,1,4,9,7,2,8,3,4,5,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Doctor or nurse",Health
USA,CA,2015,"12        ",Male,17,Right-Handed,165,20,40,2,Car,6,.56,45,Running/Jogging,300,200,600,800,1000,1000,37,"Right foot",20,23,"Ring finger",April,Fall,No,No,Seafood,Water,History,5,8,6,"Yes - broadband connection","Text messaging",150,300,20,6,30,6,2,1,5,5,30,0,0,1,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,"Doctor or nurse","Education/Youth development"
USA,CA,2015,"6         ",Female,12,Right-Handed,162,27,140,1,Car,30,.376,39,Swimming,1000,1000,1000,1000,1000,1000,25,"Right foot",90,70,"Index finger",November,Fall,No,No,Seafood,Water,Art,7,11,5,"Yes - broadband connection",E-mail,0,0,2,0,15,5,6,1,1,.5,17,2,0,1,Some,"Graduate degree",Pop,Fly,Healthy,"Coach or club leader","International aid"
USA,CA,2015,"12        ",Male,17,Right-Handed,168,29,158,2,Car,15,0.332,34,Tennis,1000,1000,1000,1000,91,91,29,"Left foot",70,74,"Ring finger",December,Fall,Yes,No,Seafood,Juice,"Physical education",6,14,3,"Yes - other","Text messaging",30,30,16,1,12,3,5,0,2,2,2,10,0,2,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Other,Other
USA,CA,2021,"12        ",Female,17,Right-Handed,175,24,62,1,Car,5,0.593,56,None,1000,1000,941,898,519,749,24,"Same length",8,240,"Same length",January,Fall,Yes,No,Pizza/Pasta,Water,History,8,10,3,"Yes - broadband connection","Text messaging",100,80,10,2,8,4,3,0,4,4,8,7,0,5,Some,"Graduate degree","Punk rock","Freeze time",Rich,Friend,Environment
USA,CA,2016,"12        ",Male,17,Right-Handed,175,27,176,1,Car,18,.344,35,Tennis,840,380,599,829,481,754,27,"Same length",82,91,"Ring finger",August,Winter,Yes,No,Desserts,Water,Music,7,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,6,10,1,12,10,2,6,8,3,6,5,2,2,Some,"Undergraduate degree",Jazz,Invisibility,Happy,"Musician or singer",Health
USA,CA,2018,"11        ",Male,17,Right-Handed,180.3,28.3,2,1,Walk,12,.305,39,Walking/Hiking,1000,1000,1000,1000,500,600,28.2,"Right foot",2,2,"Same length",June,Winter,No,No,Meat,Water,Science,6,9,4,"Yes - broadband connection","In person",4,5,9,9,9,9,9,9,9,9,99,9,99,9,"Very little",,Reggae,Fly,Happy,Relative,"Education/Youth development"
USA,CA,2021,"12        ",Female,17,Right-Handed,156,20,142,1,Car,5,0.93,51,Running/Jogging,754,904,594,642,754,877,21,"Left foot",63,55,"Index finger",May,Fall,Yes,No,"Rice/Noodle dishes",Water,History,9,8,5,"Yes - other","Text messaging",30,25,6,14,5,17,1,9,10,11,10,7,3,3,Some,"Less than high school",Pop,Invisibility,Happy,Friend,"Education/Youth development"
USA,CA,2019,"12        ",Female,16,Left-Handed,152,21,133,1,Car,5,0.65,72,Walking/Hiking,500,700,800,600,900,1000,22,"Left foot",62,61,"Index finger",August,Summer,Yes,No,Desserts,Water,Science,7,10,4,"Yes - broadband connection","Text messaging",131,230,4,1,8,3,10,0,35,21,98,5,15,1,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,CA,2017,"12        ",Male,18,Right-Handed,189.4,30.48,190,1,Car,10,0.657,74,"Football (American)",1000,800,500,200,100,1000,29.21,"Same length",,,,August,Fall,Yes,No,Meat,Water,History,9,11,5,"Yes - broadband connection","In person",20,22,8,1,4,10,22,2,2,1,1,4,0,4,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Religious
USA,CA,2015,"11        ",Female,17,Right-Handed,160,,,2,Walk,10,0.442,37,Other,1000,1000,1000,1000,0,0,,,,,"Index finger",August,Winter,No,No,Meat,"Soft drink (non-caffeinated)",Other,6,5,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,16,8,2,1,8,5,0,10,15,15,2,9,4,"Very little","Graduate degree","Rock and roll",Telepathy,Happy,Relative,Health
USA,CA,2015,"11        ",Female,17,,12.95,22.86,149.8,2,Car,8,0.425,45,Running/Jogging,1000,1000,1000,449,257,257,22.86,,5.08,,"Ring finger",November,Fall,No,No,Breads/Sandwiches,"Energy drink",English,7,11,5,"Yes - other","Text messaging",50,55,2,1,12,8,10,3,2,3,3,1,0,5,"A lot","Graduate degree",Other,Fly,Healthy,"Business person",Religious
USA,CA,2016,"9         ",,15,,187,26,197,2,,10,0.176,46,,481,1000,1000,1000,1000,1000,26,,105,113,,,,,,,,,8,2,4,,,231,230,24,16,5,48,6,3,4,2,6,7,3,,Some,"Graduate degree","Rap/Hip hop",Telepathy,Famous,"Sports person","Arts, culture, sports"
USA,CA,2015,"7         ",Male,12,Right-Handed,156,25,151,3,Car,8,0.357,66,Soccer,0,800,1000,800,100,100,25,"Same length",80,85,"Ring finger",November,Fall,Yes,No,Seafood,Water,"Mathematics and statistics",10,9,4,"Yes - other","In person",0,0,15,0,10,48,5,5,2,0,0,6,12,7,"Very little","Graduate degree",Other,Telepathy,Happy,"Sports person",Environment
USA,CA,2010,"12        ",Male,17,Right-Handed,177.7,30.48,162,2,Car,14,.4,44,"Football (American)",4,5,6,,200,987,30.48,"Same length",76.3,74,"Index finger",February,Winter,Yes,No,Meat,Water,Other,7,5,4,"Yes - broadband connection","Text messaging",100,100,40,1,6,25,28,0,0,3,.5,5,0,3,None,"Graduate degree",Country,Fly,Happy,Relative,Health
USA,CA,2019,"12        ",Female,16,Right-Handed,164,22,160,2,Car,7,0.383,41,Basketball,500,700,100,500,200,200,22,"Same length",65,65,"Same length",October,Fall,No,No,"Rice/Noodle dishes",Water,Science,6,11,4,"Yes - broadband connection","Text messaging",217,225,5,4,15,5,0,0,4,3,3,6,0,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Musician or singer","International aid"
USA,CA,2017,"7         ",Female,13,Right-Handed,162,24,59,1,Bicycle,10,0.545,43,Basketball,,1000,900,900,100,100,24,"Same length",7,7,"Same length",January,Spring,Yes,No,"No favorite",Water,Art,10,11,5,"Yes - broadband connection","In person",4,5,14," 1",3,5,25,5,0,1,4,8,0,1,Some,"Undergraduate degree",Other,Telepathy,Happy,Relative,Environment
USA,CA,2020,"12        ",Male,16,Right-Handed,187,43,187,2,Walk,10,0.776,48,Soccer,1000,800,1000,1000,200,200,43,"Same length",50,60,"Same length",October,Summer,No,No,Meat,Water,History,8,7,4,"Yes - other","Text messaging",120,200,6,10,12,48,4,60,32,48,76,25,0,24,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Business person",Environment
USA,CA,2016,"12        ",Female,17,Right-Handed,160,25,166,1,Car,4,.404,45,Other,1000,701,1000,765,412,936,25,"Same length",76,76,"Same length",March,Winter,Yes,No,Meat,Tea,English,6,10,4,"Yes - broadband connection","Text messaging",105,100,40,1,4,2,11,0,25,50,0,5,0,0,Some,"Graduate degree",Country,Invisibility,Rich,Relative,"Arts, culture, sports"
USA,CA,2024,"12        ",Female,18,Left-Handed,155,20,72,1,Car,15,.355,38,Running/Jogging,500,300,500,600,600,800,20.1,"Left foot",55,57,"Ring finger",November,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",8,7,5,"Yes - other","Text messaging",46,55,2,8,8,8,4,0,8,4,25,4,35,4,"Very little","Undergraduate degree",Country,"Freeze time",Happy,"Business person","International aid"
USA,CA,2022,"11        ",Male,17,Right-Handed,177.8,26.67,"idk ",2,Walk,"25 ",0.325,52,Soccer,500,500,500,500,700,1000,idk,"Same length",idk,idk,"Index finger",August,Winter,No,No,Meat,Water,"Physical education",6,8,5,"Yes - dial-up connection","In person",50+,50+,5+,1,0,1,15,7,1,1,2,1,0,1,Some,"Some college",Pop,"Super strength",Rich,"Sports person",Health
USA,CA,2016,"7         ",Female,12,Right-Handed,156,26,154,3,Car,"5 ",0.401,54,Gymnastics,50,100,100,100,1000,1000,25,"Right foot",80,80,"Same length",November,Winter,Yes,No,Desserts,Juice,Art,"7 ",10,5,"Yes - broadband connection","Text messaging",25,15,100,50,70,50,40,10,150,150,140,100,20,30,"A lot","Some college",Other,Telepathy,Famous,Teacher,"Wildlife, animals"
USA,CA,2016,"12        ",Female,17,Right-Handed,172,25,171,2,Bus,50,0.532,46,Walking/Hiking,935,700,500,600,800,990,25,"Same length",8.3,7.5,"Index finger",May,Fall,No,Yes,Desserts,Tea,History,8,7.25,5,"Yes - broadband connection","In person",10,8,10,0,17,15,10,8,0,1,28,14,0,3,"A lot","Graduate degree",Other,Fly,Happy,"Doctor or nurse","International aid"
USA,CA,2015,"4         ",Female,8,Right-Handed,129,20,129,2,Car,15,0.637,53,Swimming,921,1000,1000,999,1000,999,18.5,"Left foot",55,62,"Ring finger",July,Summer,No,No,Soups,Water,"Computers and technology",9,9,4,"Yes - broadband connection","In person",0,0,20,0,5,20,18,6,0,0,0,5,0,0,"Very little","Undergraduate degree",Pop,Fly,Rich,Other,"International aid"
USA,CA,2015,"8         ",Male,13,Left-Handed,154.9,25.7,154.9,1,Car,25,.474,45,Soccer,824,623,765,675,652,456,25.7,,,,"Ring finger",January,Summer,Yes,No,Poultry,Water,English,10,11,4,"Yes - broadband connection","In person",9,9,14,6,4,9,14,6,19,8,5,6,0,2,Some,Other,"Rap/Hip hop",Telepathy,Healthy,Relative,Health
USA,CA,2017,"11        ",Male,17,Right-Handed,174,25,174,2,Bus,45,.257,40,Soccer,802,802,802,513,1000,1000,26,,12,12,"Ring finger",April,Summer,No,No,Meat,Water,"Physical education",8,6,5,"Yes - dial-up connection","Text messaging",100,100,4,1,2,4,4,2,6,6,4,4,0,2,Some,"Graduate degree",Pop,"Freeze time",Rich,"Sports person",Health
USA,CA,2017,"11        ",Female,16,Right-Handed,157,23,49,2,Bus,10,0.66,50,Running/Jogging,497,487,1000,1000,471,1000,31,"Left foot",15,16,"Same length",September,Fall,No,No,Pizza/Pasta,Water,English,7,5,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,50,6,3,5,2,1,5,9,20,5,1,0,2,"A lot","Less than high school",Other,Fly,Healthy,"Sports person","Arts, culture, sports"
USA,CA,2015,"12        ",Male,17,Right-Handed,172,24,150,2,Skateboard/Scooter/Rollerblade,35,.435,58,"Table Tennis",770,824,904,508,807,1000,25,"Left foot",110,140,"Same length",May,Spring,No,No,Pizza/Pasta,Water,"Physical education",8,,10,"Yes - broadband connection","In person",030,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,"12        ",Female,17,Right-Handed,162.6,24.5,160,2,Car,20,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2014,"7         ",Female,12,Right-Handed,154,21,150,1,Car,13,0.416,34,Dancing,556,406,679,442,722,674,22,"Left foot",75,80,"Ring finger",December,Winter,No,No,"Rice/Noodle dishes",Water,Science,9,10.5,4,"Yes - broadband connection","In person",0,0,12,0,14,10,7,2,0,2,16,4,1,1,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,Health
USA,CA,2019,"7         ",Female,12,Right-Handed,62,22,62,0,Car,7,0.423,38,Soccer,613,727,497,503,294,1000,22,"Same length",75,80,"Ring finger",May,Winter,Yes,No,"No favorite",Water,"Mathematics and statistics",8,8,4,"Yes - other","Text messaging",5,5,6,2,5,5,5,7,5,27,7,6,0,3,"A lot","Graduate degree","Rock and roll",Invisibility,Healthy,Relative,Health
USA,CA,2019,"12        ",Male,16,Right-Handed,178,25,175,1,Bicycle,30,0.291,29,Cycling,877,759,561,385,636,695,25,"Same length",79,82,"Ring finger",September,Winter,No,No,"Rice/Noodle dishes",Tea,Languages,6,8,3,"Yes - broadband connection","Internet chat or instant messaging",0,0,2,0,6,0,0,51,0,0.25,2,0,0,1,None,"Undergraduate degree",Other,"Freeze time",Happy,Other,Environment
USA,CA,2014,"12        ",Male,17,Right-Handed,177,28,160,1,Car,"5 ",.868,63,Soccer,500,500,500,500,500,500,28,"Right foot",100,90,"Index finger",February,Summer,Yes,No,Meat,Water,English,7,12,4,"Yes - dial-up connection","In person","25 ",20,10,0,6,7,6,2,1,4,8,"250 ",2,1,"A lot","Undergraduate degree","Punk rock",Invisibility,Famous,"Business person",Environment
USA,CA,2015,"12        ",Male,17,Right-Handed,238,22,174,2,Car,15,.999,52,"Football (American)",500,10000,10000,10000,10000,10000,22,"Same length",,,"Ring finger",April,Winter,No,No,Meat,Water,History,9,10,5,"Yes - dial-up connection","In person",20,20,5,1,2,6,5,4,1,5,8,1,4,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person","International aid"
USA,CA,2020,"12        ",Female,17,Right-Handed,155,,,2,Car,12,,,Walking/Hiking,,,,,,,,"Same length",,,"Ring finger",October,Fall,No,No,Salads,Water,History,4,6,4,"Yes - broadband connection","Internet chat or instant messaging",30," 120",0,28,40,0,0,11,0,16,140,0,0,5,"A lot",Other,Other,Telepathy,Rich,Friend,Environment
USA,CA,2018,"8         ",Male,13,Right-Handed,152,26,161,2,Car,10,0.307,60,Soccer,1000,981,1000,439,577,914,27,"Right foot",85,95,"Index finger",October,Winter,No,No,Fruit,"Sports drink",Science,10,10,3,"Yes - broadband connection","Cell phone",9,6,6,2,5,3,3,3,1,5,4,1,0,4,"A lot",,Other,Invisibility,Famous,"Sports person","Arts, culture, sports"
USA,CA,2023,"12        ",Female,17,Right-Handed,165.0,20,166,2,Car,7,0.473,48,Swimming,500,600,800,800,1000,1000,20.65,"Same length",7,6.5,"Index finger",February,Winter,No,No,Pizza/Pasta,Coffee,"Mathematics and statistics",5,7,5,"Yes - broadband connection","Internet chat or instant messaging",15,65,3,2,70,10,3,2,25,1,60,7,0,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Education/Youth development"
USA,CA,2016,"7         ",Male,13,Right-Handed,174,28,175,2,Car,5,0.33,40,Swimming,1000,800,700,700,200,600,26,"Right foot",80,75,"Index finger",May,Summer,Yes,No,Seafood,"Sports drink","Physical education",8,10,4,"Yes - other","Internet chat or instant messaging",500,3000,8,1,5,3,6,2,8,8,10,1,0,2,"Very little","Some college",Techno/Electronic,"Freeze time",Happy,Relative,"International aid"
USA,CA,2014,"12        ",Male,17,Right-Handed,178,22.5,62,2,Walk,10,0.392,51,Soccer,800,700,900,500,400,400,22,"Right foot",50,52,"Index finger",December,Winter,No,No,Meat,"Soft drink (non-caffeinated)",Other,8,11,4,"Yes - other","In person",150,100,7,1,12,10,8,3,2,2,5,3,0,1,Some,"Graduate degree",Other,Fly,Happy,Relative,Health
USA,CA,2024,"12        ",Male,18,Right-Handed,170,12.7,88,3,Car,10,0.012,32,Cycling,600,5,1000,980,999,1000,23,"Left foot",7,7.5,"Ring finger",June,Fall,Yes,,"Rice/Noodle dishes","Sports drink",Music,7,9,4,"Yes - other","In person",20,9,3,0,2,0,4,1,0,0,36,0,8,0,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Friend,Health
USA,CA,2019,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2022,"11        ",Male,16,Left-Handed,16004,"25 cm",80/1c,2,Walk,"20 mi",0.469,37,Soccer,1000,1000,479,476,513,1000,"25 cm","Same length",3mm,2mm,"Index finger",September,Winter,No,No,Seafood,Water,History,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2017,"12        ",Female,16,Right-Handed,154.9,23.8,120,2,Car,20,0.39,44,Soccer,1000,658,957,813,583,449,23.8,"Right foot",63.5,63.5,"Same length",May,Fall,No,No,Seafood,Water,Art,7,5,2,"Yes - broadband connection","Text messaging",40,50,7,5,9,6,4,0,11,13,10,7,0,5,"A lot","Graduate degree",Pop,Telepathy,Healthy,Actor,Health
USA,CA,2016,"12        ",Female,16,Right-Handed,157,,,2,Car,20,0.422,32,Walking/Hiking,1000,1000,1000,800,500,500,50,"Same length",360,360,"Same length",November,Fall,No,No,Meat,Water,"Mathematics and statistics",7,10,3,"Yes - other","Text messaging",50,50,9,4,18,7,7,0,10,10,10,7,0,7,"A lot","Graduate degree",Other,"Freeze time",Happy,Other,Health
USA,CA,2016,"12        ",Male,17,Right-Handed,160,25,175,3,Bus,50,2.3,0.89,Other,1000,1000,1000,1000,1000,1000,25,"Same length",70,65,"Index finger",May,Winter,No,No,Seafood,Water,Other,7,10,2,"Yes - other","Internet chat or instant messaging",0,0,10,1,10,0,0,5,5,5,30,3,0,0,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,"Religious figure",Religious
USA,CA,2017,"12        ",Female,16,Right-Handed,160,24,163,2,Car,25,0.371,34,Gymnastics,700,750,850,850,900,900,24,"Same length",75,82,"Ring finger",July,Winter,No,No,Desserts,Juice,Science,6,8.5,3,"Yes - broadband connection","Internet chat or instant messaging",75,70,4,0.5,24,3,4.5,0,6,3,15,3,8,2,"A lot","Graduate degree",Other,Fly,Happy,Relative,"International aid"
USA,CA,2022,"7         ",Female,13,Right-Handed,154,23,164,3,Bus,80,0.4,19,Running/Jogging,100,1000,610,759,0,492,23,"Same length",70,65,"Index finger",May,Winter,No,No,Pizza/Pasta,Water,Science,7,9,9,"Yes - other","Text messaging",35,30,1,2,1,7,2,1,1,1,1,0,0,1,"Very little","High school",Other,Telepathy,Happy,"Business person",Health
